CPF_Number,Operator_ID,Operator_Name,Operator_Searchable_Name,Region,Pipeline_Type,How_Discovered?,Case_Type,Notice_Actions,Cited_Regulations,Violation_Category,Proposed_Penalties,Assessed_Penalties,Collected_Penalties,Case_Status,Opened_Date,Latest_Order_Type,Latest_Order_Date,Closed_Date,Notice_Sent_Date,Operator_Response_Date,Operator_Request_Hearing_Date,Hearing_Date,Final_Order_Date,Petition_for_Reconsideration_Date,Decision_on_Petition_Date,Consent_Order_Date,Corrective_Action_Order_Date,Order_Direct_Amendment_Date,Safety_Order_Date,Penalty_Collected_Date,Region_Withdrawn_Date,Opened_Year,Closed_Year,Order_Issued_Ind,Final_Order_Ind,Petition_for_Reconsideration_Ind,Decision_on_Petition_Ind,Consent_Order_Ind,Corrective_Action_Order_Ind,Order_Direct_Amendment_Ind,Safety_Order_Ind,Penalty_Collected_Ind,Case_Closure_Ind,Proposed_Civil_Penalty_Ind,Proposed_Compliance_Order_Ind,Penalty_Reduction_Ind,Basis_for_penalty_reduction,Report_Type,Report_Number,WMS_Activity_Seq,Data_Source,Data_as_of
120151024W,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)","ALGONQUIN GAS TRANSMISSION, LLC",Eastern,GAS INTERSTATE ONSHORE,Construction,Warning Letter,WI,192.305,Construction,,,,CLOSED,9/18/15,,,9/18/15,9/18/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-149868S,WMS (SMART migrated),09/03/2025 9:00 AM
520155020S,2170,CENEX PIPELINE LLC,CENEX PIPELINE LLC,Western,INTERSTATE LIQUID ONSHORE,Integrated,Safety Order,,,,,,,CLOSED,9/15/15,Consent Order,12/16/15,2/5/21,9/15/15,,,,,,,12/16/15,,,,,,2015,2021,Yes,,,,Yes,,,,,,,,,,,,15-151017S,WMS (SMART migrated),09/03/2025 9:00 AM
120155016M,1845,"BUCKEYE PARTNERS, LP","BUCKEYE PARTNERS, LP",Eastern,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,195.402(c)(3),OME Procedural Manual,,,,CLOSED,9/14/15,,,12/7/15,9/14/15,10/12/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,13-142132S,WMS (SMART migrated),09/03/2025 9:00 AM
520155019,300,"PLAINS PIPELINE, L.P.","PLAINS PIPELINE, L.P.",Western,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,"CO, WI","195.310(a),  195.403(b),  195.403(c),  195.452(i)(1),  195.507","Integrity Management,  Operation and/or Maintenance,  Operator Qualification,  Pressure Testing",,,,CLOSED,9/11/15,Final Order,9/21/17,9/21/17,9/11/15,10/12/15,,,9/21/17,,,,,,,,,2015,2017,Yes,Yes,,,,,,,,Yes,,Yes,,,,,13-142916S,WMS (SMART migrated),09/03/2025 9:00 AM
120155015,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,"SHORE TERMINALS, LLC",Eastern,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,CO/CP,195.432(b),Operation and/or Maintenance,54700,0,,CLOSED,9/10/15,Final Order,8/24/17,8/24/17,9/10/15,10/5/15,11/12/15,2/17/16,8/24/17,,,,,,,,,2015,2017,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,Additional evidence,,,14-149962S,WMS (SMART migrated),09/03/2025 9:00 AM
120151022M,4149,EASTERN SHORE NATURAL GAS CO,EASTERN SHORE NATURAL GAS CO,Eastern,GAS INTERSTATE ONSHORE,Control Room Management,Notice of Amendment,NOA,192.631(a)(1),Control Room Management,,,,CLOSED,9/9/15,,,11/19/15,9/9/15,10/8/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-145224S,WMS (SMART migrated),09/03/2025 9:00 AM
120151023W,4149,EASTERN SHORE NATURAL GAS CO,EASTERN SHORE NATURAL GAS CO,Eastern,GAS INTERSTATE ONSHORE,Control Room Management,Warning Letter,WI,192.631(j)(1),Control Room Management,,,,CLOSED,9/9/15,,,9/9/15,9/9/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-145224S,WMS (SMART migrated),09/03/2025 9:00 AM
120153004,2616,"COLUMBIA GAS TRANSMISSION, LLC","COLUMBIA GAS TRANSMISSION, LLC",Eastern,INTERSTATE LNG ONSHORE,First Operating,Notice of Probable Violation,CP,193.2637,Operation and/or Maintenance,58100,57800,57800,CLOSED,9/8/15,Final Order,4/29/16,5/11/16,9/8/15,10/12/15,,,4/29/16,,,,,,,5/11/16,,2015,2016,Yes,Yes,,,,,,,Yes,Yes,Yes,,Yes,Additional evidence,,,14-145186S,WMS (SMART migrated),09/03/2025 9:00 AM
220150006W,5330,FLORIDA PUBLIC UTILITIES CO,FLORIDA PUBLIC UTILITIES CO,Southern,GAS INTRASTATE ONSHORE,First Operating,Warning Letter,WI,192.11(a),Transportation of Gas,,,,CLOSED,9/4/15,,,9/4/15,9/4/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-150853S,WMS (SMART migrated),09/03/2025 9:00 AM
120150011,17360,"RICHMOND, CITY OF","RICHMOND, CITY OF",Eastern,GAS INTRASTATE ONSHORE,First Operating,Notice of Probable Violation,CO,192.725(b),Operation and/or Maintenance,,,,CLOSED,9/3/15,Final Order,4/26/16,6/16/16,9/3/15,12/17/15,,,4/26/16,,,,,,,,,2015,2016,Yes,Yes,,,,,,,,Yes,,Yes,,,,,15-150349S,WMS (SMART migrated),09/03/2025 9:00 AM
120150012W,17360,"RICHMOND, CITY OF","RICHMOND, CITY OF",Eastern,GAS INTRASTATE ONSHORE,Specialized,Warning Letter,WI,192.619(a)(1),Operation and/or Maintenance,,,,CLOSED,9/3/15,,,9/3/15,9/3/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-150922S,WMS (SMART migrated),09/03/2025 9:00 AM
120155014M,38922,MIPC LLC,MIPC LLC,Eastern,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,195.402(a),OME Procedural Manual,,,,CLOSED,9/2/15,,,11/24/15,9/2/15,9/30/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-145201S,WMS (SMART migrated),09/03/2025 9:00 AM
120151020M,2616,"COLUMBIA GAS TRANSMISSION, LLC","COLUMBIA GAS TRANSMISSION, LLC",Eastern,GAS INTERSTATE ONSHORE,First Operating,Notice of Amendment,NOA,"193.2017(a),  193.2503(d),  193.2513(a),  193.2605(b)(1)","LNG Facilities,  Operation and/or Maintenance",,,,CLOSED,8/31/15,,,10/27/15,8/31/15,10/20/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-145186S,WMS (SMART migrated),09/03/2025 9:00 AM
120155013M,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,"SHORE TERMINALS, LLC",Eastern,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,"195.402(c)(1),  195.402(c)(3)",OME Procedural Manual,,,,CLOSED,8/31/15,,,2/24/16,8/31/15,10/28/15,,,,,,,,,,,,2015,2016,,,,,,,,,,Yes,,,,,,,14-149962S,WMS (SMART migrated),09/03/2025 9:00 AM
120151021M,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)","ALGONQUIN GAS TRANSMISSION, LLC",Eastern,GAS INTERSTATE ONSHORE,Integrated,Notice of Amendment,NOA,"192.605(a),  192.605(c)(4)",OME Procedural Manual,,,,CLOSED,8/31/15,,,10/30/15,8/31/15,10/26/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-149282S,WMS (SMART migrated),09/03/2025 9:00 AM
420155017H,31672,"CHAPARRAL ENERGY, LLC","CHAPARRAL ENERGY, LLC",Southwest,INTERSTATE LIQUID ONSHORE,Failure Investigation,Corrective Action Order,,,,,,,CLOSED,8/28/15,Decision on CAO,10/8/15,12/3/19,,,9/8/15,10/1/15,,,,,8/28/15,,,,,2015,2019,Yes,,,,,Yes,,,,,,,,,Incident Report,Hazardous Liquid - 20150341,15-151165S,WMS (SMART migrated),09/03/2025 9:00 AM
420155016,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,ENBRIDGE PIPELINES (OZARK) L.L.C.,Southwest,INTERSTATE LIQUID ONSHORE,Construction,Notice of Probable Violation,CO/CP,195.214,Construction,40300,33100,33100,CLOSED,8/25/15,Decision for Reconsideration,2/9/18,10/24/19,8/25/15,10/2/15,,,3/24/17,4/19/17,2/9/18,,,,,4/11/17,,2015,2019,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Additional evidence,,,12-145807S,WMS (SMART migrated),09/03/2025 9:00 AM
120150010W,17360,"RICHMOND, CITY OF","RICHMOND, CITY OF",Eastern,GAS INTRASTATE ONSHORE,First Operating,Warning Letter,WI,"192.455(a)(2),  192.605(b)(3)","Corrosion Control,  OME Procedural Manual",,,,CLOSED,8/24/15,,,8/24/15,8/24/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-150349S,WMS (SMART migrated),09/03/2025 9:00 AM
520157001,18667,FREEPORT-MCMORAN OIL & GAS,FREEPORT-MCMORAN OIL & GAS,Western,INTERSTATE LIQUID OFFSHORE,Integrated,Notice of Probable Violation,CP,195.452(h)(2),Integrity Management,4500,4500,4500,CLOSED,8/21/15,Final Order,11/15/16,12/1/16,8/21/15,9/22/15,,,11/15/16,,,,,,,12/1/16,,2015,2016,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,15-149168S,WMS (SMART migrated),09/03/2025 9:00 AM
220151004,19270,"TEXAS GAS TRANSMISSION, LLC","TEXAS GAS TRANSMISSION, LLC",Southern,GAS INTERSTATE ONSHORE,Integrated,Notice of Probable Violation,CO/CP,192.163(d),Design,38800,,,CLOSED,8/11/15,,,8/20/15,8/11/15,,,,,,,,,,,,8/20/15,2015,2015,,,,,,,,,,Yes,Yes,Yes,,,,,14-147399S,WMS (SMART migrated),09/03/2025 9:00 AM
120151019M,8310,IROQUOIS GAS CORP,IROQUOIS GAS CORP,Eastern,GAS INTERSTATE ONSHORE,Specialized,Notice of Amendment,NOA,"192.605(a),  192.605(b)(2)",OME Procedural Manual,,,,CLOSED,8/6/15,,,8/24/15,8/6/15,8/18/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-150147S,WMS (SMART migrated),09/03/2025 9:00 AM
120151018,31604,EQUITRANS MIDSTREAM CORPORATION,EQUITRANS MIDSTREAM CORPORATION,Eastern,GAS INTERSTATE ONSHORE,Integrated,Notice of Probable Violation,CO,192.163(d),Design,,,,CLOSED,8/6/15,Final Order,1/13/16,1/13/16,8/6/15,9/22/15,,,1/13/16,,,,,,,,,2015,2016,Yes,Yes,,,,,,,,Yes,,Yes,,,,,14-145194S,WMS (SMART migrated),09/03/2025 9:00 AM
420151009H,19160,TENNESSEE GAS PIPELINE COMPANY,TENNESSEE GAS PIPELINE COMPANY,Southwest,GAS INTERSTATE ONSHORE,Failure Investigation,Corrective Action Order,,,,,,,CLOSED,8/6/15,Corrective Action Order,8/6/15,8/11/16,,,,,,,,,8/6/15,,,,,2015,2016,Yes,,,,,Yes,,,,,,,,,Incident Report,Gas Transmission and Gathering - 20150110,15-151027S,WMS (SMART migrated),09/03/2025 9:00 AM
120151017W,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","TEXAS EASTERN TRANSMISSION, LP",Eastern,GAS INTERSTATE ONSHORE,Construction,Warning Letter,WI,192.303,Construction,,,,CLOSED,8/4/15,,,8/4/15,8/4/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-149641S,WMS (SMART migrated),09/03/2025 9:00 AM
220150005W,5330,FLORIDA PUBLIC UTILITIES CO,FLORIDA PUBLIC UTILITIES CO,Southern,GAS INTRASTATE ONSHORE,First Operating,Warning Letter,WI,192.11(a),Transportation of Gas,,,,CLOSED,7/30/15,,,7/30/15,7/30/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-150627S,WMS (SMART migrated),09/03/2025 9:00 AM
120151016M,31604,EQUITRANS MIDSTREAM CORPORATION,EQUITRANS MIDSTREAM CORPORATION,Eastern,GAS INTERSTATE ONSHORE,Integrated,Notice of Amendment,NOA,"192.605(b)(2),  192.605(e)",OME Procedural Manual,,,,CLOSED,7/29/15,,,9/2/15,7/29/15,8/26/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-145194S,WMS (SMART migrated),09/03/2025 9:00 AM
520156003M,32283,"FRONT RANGE PIPELINE, LLC.","FRONT RANGE PIPELINE, LLC.",Western,INTRASTATE LIQUID ONSHORE,Control Room Management,Notice of Amendment,NOA,"195.446(b)(3),  195.446(c)(2),  195.446(c)(3),  195.446(d),  195.446(d)(4),  195.446(f)(1),  195.446(f)(2)",Control Room Management,,,,CLOSED,7/28/15,,,2/23/16,7/28/15,8/31/15,,,,,,,,,,,,2015,2016,,,,,,,,,,Yes,,,,,,,13-148705S,WMS (SMART migrated),09/03/2025 9:00 AM
520151008,4280,EL PASO NATURAL GAS CO,EL PASO NATURAL GAS CO,Western,GAS INTERSTATE ONSHORE,Specialized,Notice of Probable Violation,CO/CP,"192.605(a),  192.605(b)(1),  192.616(a),  192.616(d)(3),  192.625(a),  192.625(b)","OME Procedural Manual,  Operation and/or Maintenance,  Public Awareness",162700,0,,CLOSED,7/28/15,Final Order,6/16/17,6/16/17,7/28/15,9/3/15,9/3/15,2/3/16,6/16/17,,,,,,,,,2015,2017,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,Additional evidence; Not enough evidence,,,14-147016S,WMS (SMART migrated),09/03/2025 9:00 AM
120155012W,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,"SHORE TERMINALS, LLC",Eastern,INTERSTATE LIQUID ONSHORE,Integrated,Warning Letter,WI,"195.402(a),  195.420(b),  195.589(c)","Corrosion Control,  OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,7/24/15,,,7/24/15,7/24/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-149963S,WMS (SMART migrated),09/03/2025 9:00 AM
120155011M,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,"SHORE TERMINALS, LLC",Eastern,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,195.402(c)(3),OME Procedural Manual,,,,CLOSED,7/24/15,,,1/5/16,7/24/15,8/28/15,,,,,,,,,,,,2015,2016,,,,,,,,,,Yes,,,,,,,14-149963S,WMS (SMART migrated),09/03/2025 9:00 AM
520155016M,2170,CENEX PIPELINE LLC,CENEX PIPELINE LLC,Western,INTERSTATE LIQUID ONSHORE,Control Room Management,Notice of Amendment,NOA,"195.446(b)(3),  195.446(c)(2),  195.446(c)(3),  195.446(d),  195.446(d)(4),  195.446(f)(1),  195.446(f)(2)",Control Room Management,,,,CLOSED,7/23/15,,,2/23/16,7/23/15,8/31/15,,,,,,,,,,,,2015,2016,,,,,,,,,,Yes,,,,,,,13-142794S,WMS (SMART migrated),09/03/2025 9:00 AM
320155007H,300,"PLAINS PIPELINE, L.P.","PLAINS PIPELINE, L.P.",Central,INTERSTATE LIQUID ONSHORE,Failure Investigation,Corrective Action Order,,,,,,,CLOSED,7/14/15,Corrective Action Order,7/16/15,9/25/19,,,,,,,,,7/16/15,,,,,2015,2019,Yes,,,,,Yes,,,,,,,,,Incident Report,Hazardous Liquid - 20150277,15-150896S,WMS (SMART migrated),09/03/2025 9:00 AM
420155015M,30829,ENTERPRISE CRUDE PIPELINE LLC,ENTERPRISE CRUDE PIPELINE LLC,Southwest,INTERSTATE LIQUID ONSHORE,Specialized,Notice of Amendment,NOA,"195.402(c)(3),  195.579(a),  195.579(b),  195.579(c)","Corrosion Control,  OME Procedural Manual",,,,CLOSED,7/10/15,,,8/18/15,7/10/15,8/4/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-150546S,WMS (SMART migrated),09/03/2025 9:00 AM
520155015,26149,ALYESKA PIPELINE SERVICE CO,ALYESKA PIPELINE SERVICE CO,Western,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,"CO/CP, CP","195.412(b),  195.432(b),  195.573(d)","Corrosion Control,  Operation and/or Maintenance",104500,52000,52000,CLOSED,7/10/15,Final Order,11/22/16,12/6/16,7/10/15,8/13/15,,,11/22/16,,,,,,,12/6/16,,2015,2016,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Additional evidence,,,13-143270S,WMS (SMART migrated),09/03/2025 9:00 AM
220156001W,2190,CENTRAL FLORIDA PIPELINE CORP,CENTRAL FLORIDA PIPELINE CORP,Southern,INTRASTATE LIQUID ONSHORE,Integrated,Warning Letter,WI,"195.573(e),  195.589(c)",Corrosion Control,,,,CLOSED,7/9/15,,,7/9/15,7/9/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-149268S,WMS (SMART migrated),09/03/2025 9:00 AM
120153003,13480,NIAGARA MOHAWK POWER CORP,NIAGARA MOHAWK POWER CORP,Eastern,INTERSTATE LNG ONSHORE,First Operating,Notice of Probable Violation,CP,193.2605(b)(1),Operation and/or Maintenance,11500,0,,CLOSED,7/9/15,Final Order,11/15/16,11/15/16,7/9/15,7/24/15,7/24/15,2/3/16,11/15/16,,,,,,,,,2015,2016,Yes,Yes,,,,,,,,Yes,Yes,,Yes,Additional evidence,,,14-373267S,WMS (SMART migrated),09/03/2025 9:00 AM
120151015M,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","TEXAS EASTERN TRANSMISSION, LP",Eastern,GAS INTERSTATE ONSHORE,Failure Investigation,Notice of Amendment,NOA,199.202,Drug and Alcohol,,,,CLOSED,7/8/15,,,11/17/15,7/8/15,8/6/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,Incident Report,Gas Transmission and Gathering - 20140064,14-146916S,WMS (SMART migrated),09/03/2025 9:00 AM
520150010W,31599,CITY OF SUSANVILLE,CITY OF SUSANVILLE,Western,GAS INTRASTATE ONSHORE,First Operating,Warning Letter,WI,"192.616(a),  192.616(b),  192.616(c)",Public Awareness,,,,CLOSED,7/6/15,,,7/6/15,7/6/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,12-139070S,WMS (SMART migrated),09/03/2025 9:00 AM
520155014,30781,OLYMPIC PIPE LINE COMPANY,OLYMPIC PIPE LINE COMPANY,Western,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,CO,"195.401(b)(1),  195.452(h)(1),  195.573(e),  195.575(c)","Corrosion Control,  Integrity Management,  Operation and/or Maintenance",,,,CLOSED,7/2/15,Final Order,1/13/16,8/25/17,7/2/15,8/6/15,,,1/13/16,,,,,,,,,2015,2017,Yes,Yes,,,,,,,,Yes,,Yes,,,,,14-147690S,WMS (SMART migrated),09/03/2025 9:00 AM
120153002M,13480,NIAGARA MOHAWK POWER CORP,NIAGARA MOHAWK POWER CORP,Eastern,INTERSTATE LNG ONSHORE,First Operating,Notice of Amendment,NOA,"193.2017(a),  193.2605(b)(1)","LNG Facilities,  Operation and/or Maintenance",,,,CLOSED,7/2/15,,,9/11/15,7/2/15,8/21/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-373229S,WMS (SMART migrated),09/03/2025 9:00 AM
420155014M,31684,PHILLIPS 66 PIPELINE LLC,PHILLIPS 66 PIPELINE LLC,Southwest,INTERSTATE LIQUID ONSHORE,First Operating,Notice of Amendment,NOA,"195.452(e)(1)(ii),  195.452(j)(3),  195.452(j)(5)",Integrity Management,,,,CLOSED,7/2/15,,,11/12/15,7/2/15,8/3/15,8/3/15,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-148985S,WMS (SMART migrated),09/03/2025 9:00 AM
120155010,10250,KIANTONE PIPELINE CORP,KIANTONE PIPELINE CORP,Eastern,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,CP,195.428(a),Operation and/or Maintenance,22600,22600,22600,CLOSED,7/1/15,Final Order,1/13/16,2/12/16,7/1/15,7/15/15,,,1/13/16,,,,,,,2/12/16,,2015,2016,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,14-146668S,WMS (SMART migrated),09/03/2025 9:00 AM
520151009W,26136,PARAMOUNT PETROLEUM CORP,PARAMOUNT PETROLEUM CORP,Western,GAS INTERSTATE ONSHORE,First Operating,Warning Letter,WI,"192.616(a),  192.616(b),  192.616(c),  192.616(d),  192.616(g),  192.616(i)",Public Awareness,,,,CLOSED,7/1/15,,,7/1/15,7/1/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,12-140808S,WMS (SMART migrated),09/03/2025 9:00 AM
520150009M,11712,"LONG BEACH GAS DEPT, CITY OF","LONG BEACH GAS DEPT, CITY OF",Western,GAS INTRASTATE ONSHORE,First Operating,Notice of Amendment,NOA,"192.1007(a),  192.1007(c),  192.1007(d),  192.1007(e),  192.1007(f)",Integrity Management,,,,CLOSED,7/1/15,,,2/25/16,7/1/15,7/30/15,,,,,,,,,,,,2015,2016,,,,,,,,,,Yes,,,,,,,12-139063S,WMS (SMART migrated),09/03/2025 9:00 AM
520155013,2170,CENEX PIPELINE LLC,CENEX PIPELINE LLC,Western,INTERSTATE LIQUID ONSHORE,Control Room Management,Notice of Probable Violation,CO/CP,195.446(h),Control Room Management,43200,43200,43200,CLOSED,6/30/15,Final Order,2/4/16,12/5/16,6/30/15,7/20/15,,,2/4/16,,,,,,,2/19/16,,2015,2016,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,13-142794S,WMS (SMART migrated),09/03/2025 9:00 AM
520150008W,30749,SACRAMENTO MUNICIPAL UTILITY DISTRICT,SACRAMENTO MUNICIPAL UTILITY DISTRICT,Western,GAS INTRASTATE ONSHORE,First Operating,Warning Letter,WI,192.616(c),Public Awareness,,,,CLOSED,6/30/15,,,6/30/15,6/30/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,12-139071S,WMS (SMART migrated),09/03/2025 9:00 AM
120150009W,17360,"RICHMOND, CITY OF","RICHMOND, CITY OF",Eastern,GAS INTRASTATE ONSHORE,Specialized,Warning Letter,WI,192.619(a)(1),Operation and/or Maintenance,,,,CLOSED,6/26/15,,,6/26/15,6/26/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,15-150751S,WMS (SMART migrated),09/03/2025 9:00 AM
220150004W,36417,CALKINS LP GAS CO (22735),CALKINS LP GAS CO (22735),Southern,GAS INTRASTATE ONSHORE,First Operating,Warning Letter,WI,"192.1015(a),  192.11(b),  192.285(d),  192.605(b)(8),  192.614(b),  192.616(j),  192.625(f),  192.707(a)(1),  192.721(b)(1),  192.809(a)","Damage Prevention,  Integrity Management,  Joining of Materials Other Than by Welding,  OME Procedural Manual,  Operation and/or Maintenance,  Operator Qualification,  Public Awareness,  Transportation of Gas",,,,CLOSED,6/26/15,,,6/26/15,6/26/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-150384S,WMS (SMART migrated),09/03/2025 9:00 AM
120151014M,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","TEXAS EASTERN TRANSMISSION, LP",Eastern,GAS INTERSTATE ONSHORE,Integrated,Notice of Amendment,NOA,192.225(a),Welding of Steel in Pipelines,,,,CLOSED,6/24/15,,,9/10/15,6/24/15,7/14/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,13-142250S,WMS (SMART migrated),09/03/2025 9:00 AM
520151007W,12874,"DOMINION ENERGY QUESTAR PIPELINE, LLC","MOUNTAINWEST PIPELINE, LLC",Western,GAS INTERSTATE ONSHORE,Integrated,Warning Letter,WI,192.743(a),Operation and/or Maintenance,,,,CLOSED,6/23/15,,,6/23/15,6/23/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-146202S,WMS (SMART migrated),09/03/2025 9:00 AM
520156001,30735,TESORO ALASKA PIPELINE COMPANY LLC,TESORO ALASKA PIPELINE COMPANY LLC,Western,INTRASTATE LIQUID ONSHORE,Integrated,Notice of Probable Violation,"CO, WI","195.403(b),  195.403(c),  195.426,  195.452(k)(1)(ii),  195.573(c)","Corrosion Control,  Integrity Management,  Operation and/or Maintenance",,,,CLOSED,6/23/15,Final Order,12/30/16,12/30/16,6/23/15,7/14/15,7/14/15,,12/30/16,,,,,,,,,2015,2016,Yes,Yes,,,,,,,,Yes,,Yes,,,,,14-147019S,WMS (SMART migrated),09/03/2025 9:00 AM
520156002S,31056,"SIGNATURE FLIGHT SUPPORT, M&O _ HONOLULU","SIGNATURE FLIGHT SUPPORT, M&O _ HONOLULU",Western,INTRASTATE LIQUID ONSHORE,Failure Investigation,Safety Order,,,,,,,CLOSED,6/22/15,Consent Order,5/25/16,11/22/17,6/22/15,8/21/15,,,,,,5/25/16,,,,,,2015,2017,Yes,,,,Yes,,,,,,,,,,Incident Report,Hazardous Liquid - 20150054,15-149125S,WMS (SMART migrated),09/03/2025 9:00 AM
520150007,4483,ENSTAR NATURAL GAS CO,"ENSTAR NATURAL GAS COMPANY, LLC",Western,GAS INTRASTATE ONSHORE,Integrated,Notice of Probable Violation,"CO, CO/CP","191.11(a),  192.491(c),  192.603(b),  192.614(a),  192.615(b)(2),  192.739(a)(3)","Corrosion Control,  Damage Prevention,  Operation and/or Maintenance,  Reporting",24800,6100,6100,CLOSED,6/18/15,Final Order,11/15/16,2/24/17,6/18/15,7/13/15,,,11/15/16,,,,,,,12/29/16,,2015,2017,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Additional evidence,,,14-145394S,WMS (SMART migrated),09/03/2025 9:00 AM
520155012M,31684,PHILLIPS 66 PIPELINE LLC,PHILLIPS 66 PIPELINE LLC,Western,INTERSTATE LIQUID ONSHORE,Integrated,Notice of Amendment,NOA,"195.402(a),  195.402(c)(3)",OME Procedural Manual,,,,CLOSED,6/16/15,,,8/11/15,6/16/15,7/20/15,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-146290S,WMS (SMART migrated),09/03/2025 9:00 AM
120155009W,15674,PRODUCTS (SE) PIPE LINE CORPORATION,PRODUCTS (SE) PIPE LINE CORPORATION,Eastern,INTERSTATE LIQUID ONSHORE,Construction,Warning Letter,WI,195.561(a),Corrosion Control,,,,CLOSED,6/16/15,,,6/16/15,6/16/15,,,,,,,,,,,,,2015,2015,,,,,,,,,,Yes,,,,,,,14-148787S,WMS (SMART migrated),09/03/2025 9:00 AM
120151013H,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Eastern,GAS INTERSTATE ONSHORE,Failure Investigation,Corrective Action Order,,,,,,,CLOSED,6/12/15,Corrective Action Order,6/12/15,12/12/18,,,,,,,,,6/12/15,,,,,2015,2018,Yes,,,,,Yes,,,,,,,,,Incident Report,Gas Transmission and Gathering - 20150091,15-150663S,WMS (SMART migrated),09/03/2025 9:00 AM
